DR_NO,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc
200709051,05/08/2020 12:00:00 AM,600,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200905172,01/23/2020 12:00:00 AM,1503,Van Nuys,CHILD ANNOYING (17YRS & UNDER)
200518363,12/29/2020 12:00:00 AM,2000,Harbor,VEHICLE - STOLEN
200806433,02/16/2020 12:00:00 AM,800,West LA,THEFT OF IDENTITY
200208391,03/31/2020 12:00:00 AM,1030,Rampart,OTHER ASSAULT
200813992,08/06/2020 12:00:00 AM,300,West LA,BURGLARY
200617741,11/08/2020 12:00:00 AM,200,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200806677,02/21/2020 12:00:00 AM,1328,West LA,OTHER MISCELLANEOUS CRIME
201114599,10/13/2020 12:00:00 AM,730,Northeast,VEHICLE - STOLEN
200407936,04/07/2020 12:00:00 AM,1900,Hollenbeck,BURGLARY FROM VEHICLE
200615172,09/07/2020 12:00:00 AM,1400,Hollywood,BIKE - STOLEN
201009967,06/01/2020 12:00:00 AM,830,West Valley,THEFT OF IDENTITY
200313117,06/23/2020 12:00:00 AM,1800,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200612969,07/21/2020 12:00:00 AM,1700,Hollywood,BURGLARY
200606626,02/21/2020 12:00:00 AM,1700,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200509916,05/22/2020 12:00:00 AM,2215,Harbor,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)"
200816610,11/18/2020 12:00:00 AM,2240,West LA,TRESPASSING
200714958,10/07/2020 12:00:00 AM,1900,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER)
200814703,09/29/2020 12:00:00 AM,1900,West LA,BURGLARY
201010241,06/21/2020 12:00:00 AM,1,West Valley,CRIMINAL THREATS - NO WEAPON DISPLAYED
200118389,09/23/2020 12:00:00 AM,705,Central,ROBBERY
200707371,03/13/2020 12:00:00 AM,150,Wilshire,BRANDISH WEAPON
201109395,05/14/2020 12:00:00 AM,1500,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200806301,02/10/2020 12:00:00 AM,1200,West LA,BURGLARY
200700636,03/25/2020 12:00:00 AM,1,Wilshire,BURGLARY
201010128,06/12/2020 12:00:00 AM,2130,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT
200604223,01/04/2020 12:00:00 AM,2345,Hollywood,VEHICLE - STOLEN
201006449,02/24/2020 12:00:00 AM,2200,West Valley,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200608143,03/19/2020 12:00:00 AM,2100,Hollywood,VEHICLE - STOLEN
200104274,01/04/2020 12:00:00 AM,1930,Central,"THEFT, PERSON"
200317679,09/21/2020 12:00:00 AM,1648,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200711623,05/30/2020 12:00:00 AM,1700,Wilshire,BURGLARY
201008863,05/09/2020 12:00:00 AM,45,West Valley,BURGLARY FROM VEHICLE
200200663,04/18/2020 12:00:00 AM,1000,Rampart,BURGLARY FROM VEHICLE
200309864,04/14/2020 12:00:00 AM,355,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT
200310342,01/24/2020 12:00:00 AM,800,Southwest,THEFT OF IDENTITY
200408047,04/20/2020 12:00:00 AM,1830,Hollenbeck,VEHICLE - STOLEN
200511984,07/18/2020 12:00:00 AM,815,Harbor,THEFT PLAIN - PETTY ($950 & UNDER)
200310389,04/23/2020 12:00:00 AM,1700,Southwest,BURGLARY
200714581,10/03/2020 12:00:00 AM,1400,Wilshire,VEHICLE - STOLEN
200407961,04/18/2020 12:00:00 AM,2050,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200816488,11/15/2020 12:00:00 AM,1900,West LA,VEHICLE - STOLEN
200511936,07/17/2020 12:00:00 AM,500,Harbor,VIOLATION OF RESTRAINING ORDER
200804395,01/10/2020 12:00:00 AM,1150,West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED
200509982,05/26/2020 12:00:00 AM,2000,Harbor,VEHICLE - STOLEN
200906656,02/24/2020 12:00:00 AM,2300,Van Nuys,BATTERY - SIMPLE ASSAULT
200811310,04/30/2020 12:00:00 AM,400,West LA,BIKE - STOLEN
200510449,06/07/2020 12:00:00 AM,1600,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
201114233,09/17/2020 12:00:00 AM,800,Northeast,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
200209198,04/19/2020 12:00:00 AM,1500,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200310331,04/23/2020 12:00:00 AM,1104,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT
201109427,05/15/2020 12:00:00 AM,900,Northeast,BATTERY - SIMPLE ASSAULT
201114131,09/30/2020 12:00:00 AM,110,Northeast,TRESPASSING
200110680,04/18/2020 12:00:00 AM,45,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT
201013451,09/25/2020 12:00:00 AM,800,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT
200913845,08/22/2020 12:00:00 AM,1330,Van Nuys,BURGLARY
200209266,04/09/2020 12:00:00 AM,1200,Rampart,THEFT PLAIN - PETTY ($950 & UNDER)
200310431,04/11/2020 12:00:00 AM,1100,Southwest,BURGLARY
200617220,10/26/2020 12:00:00 AM,930,Hollywood,BRANDISH WEAPON
200811619,06/27/2020 12:00:00 AM,1403,West LA,THEFT PLAIN - PETTY ($950 & UNDER)
200407011,03/16/2020 12:00:00 AM,2110,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
201010259,06/22/2020 12:00:00 AM,1230,West Valley,ROBBERY
200309767,04/12/2020 12:00:00 AM,530,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200615296,09/12/2020 12:00:00 AM,645,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200113012,06/06/2020 12:00:00 AM,1640,Central,ROBBERY
201113660,09/16/2020 12:00:00 AM,55,Northeast,BURGLARY
200113291,06/11/2020 12:00:00 AM,1800,Central,BATTERY - SIMPLE ASSAULT
200308220,03/09/2020 12:00:00 AM,100,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT
200910515,06/01/2020 12:00:00 AM,1040,Van Nuys,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
200610837,05/31/2020 12:00:00 AM,1930,Hollywood,BATTERY - SIMPLE ASSAULT
201108695,04/24/2020 12:00:00 AM,1215,Northeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
201115025,10/24/2020 12:00:00 AM,5,Northeast,VEHICLE - STOLEN
200512866,07/28/2020 12:00:00 AM,1200,Harbor,BATTERY - SIMPLE ASSAULT
200108975,01/18/2020 12:00:00 AM,1320,Central,CHILD ANNOYING (17YRS & UNDER)
201005316,01/31/2020 12:00:00 AM,2035,West Valley,BATTERY - SIMPLE ASSAULT
200510328,05/28/2020 12:00:00 AM,1730,Harbor,BURGLARY
200616899,10/19/2020 12:00:00 AM,1530,Hollywood,BATTERY - SIMPLE ASSAULT
200118216,09/19/2020 12:00:00 AM,245,Central,"THEFT, PERSON"
200310405,04/20/2020 12:00:00 AM,1000,Southwest,BURGLARY FROM VEHICLE
200407994,04/19/2020 12:00:00 AM,1630,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200917527,11/20/2020 12:00:00 AM,2335,Van Nuys,THEFT OF IDENTITY
200408178,04/24/2020 12:00:00 AM,2300,Hollenbeck,VEHICLE - STOLEN
200608949,04/09/2020 12:00:00 AM,1500,Hollywood,VEHICLE - STOLEN
200408028,04/20/2020 12:00:00 AM,2300,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT
200804237,01/06/2020 12:00:00 AM,1955,West LA,BURGLARY
200110975,04/24/2020 12:00:00 AM,2030,Central,BURGLARY FROM VEHICLE
200710478,06/13/2020 12:00:00 AM,1747,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER)
220617737,02/08/2020 12:00:00 AM,835,Hollywood,THEFT OF IDENTITY
202005694,02/03/2020 12:00:00 AM,900,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT
200408205,04/25/2020 12:00:00 AM,1800,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200709123,05/10/2020 12:00:00 AM,1650,Wilshire,TRESPASSING
200312602,06/11/2020 12:00:00 AM,1815,Southwest,BURGLARY
200408036,04/21/2020 12:00:00 AM,440,Hollenbeck,VEHICLE - STOLEN
200807384,03/15/2020 12:00:00 AM,1440,West LA,BATTERY - SIMPLE ASSAULT
200512476,07/27/2020 12:00:00 AM,500,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200611871,06/24/2020 12:00:00 AM,1700,Hollywood,VEHICLE - STOLEN
200606519,02/17/2020 12:00:00 AM,2240,Hollywood,BATTERY - SIMPLE ASSAULT
200518003,12/19/2020 12:00:00 AM,2058,Harbor,CHILD NEGLECT (SEE 300 W.I.C.)
201410989,03/15/2020 12:00:00 AM,1,Pacific,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)"
200312669,06/13/2020 12:00:00 AM,2100,Southwest,VEHICLE - STOLEN
200710453,06/14/2020 12:00:00 AM,1700,Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT
201008243,04/20/2020 12:00:00 AM,1830,West Valley,BURGLARY FROM VEHICLE
201015091,11/14/2020 12:00:00 AM,2020,West Valley,CRIMINAL THREATS - NO WEAPON DISPLAYED
200610012,04/27/2020 12:00:00 AM,1050,Hollywood,THEFT OF IDENTITY
200810798,06/18/2020 12:00:00 AM,1225,West LA,BIKE - STOLEN
200110991,04/25/2020 12:00:00 AM,2130,Central,OTHER ASSAULT
200807333,03/14/2020 12:00:00 AM,320,West LA,BURGLARY
200618956,12/07/2020 12:00:00 AM,2024,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200215472,09/25/2020 12:00:00 AM,630,Rampart,"THEFT, PERSON"
200309661,04/09/2020 12:00:00 AM,639,Southwest,BURGLARY
200310495,03/13/2020 12:00:00 AM,1900,Southwest,BIKE - STOLEN
200709648,05/24/2020 12:00:00 AM,1200,Wilshire,BURGLARY FROM VEHICLE
200311545,05/19/2020 12:00:00 AM,1000,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200915963,10/15/2020 12:00:00 AM,320,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200606076,02/12/2020 12:00:00 AM,1,Hollywood,THEFT OF IDENTITY
200209231,04/21/2020 12:00:00 AM,1845,Rampart,VEHICLE - STOLEN
200511420,07/04/2020 12:00:00 AM,1500,Harbor,BURGLARY
200110804,04/17/2020 12:00:00 AM,2013,Central,BIKE - STOLEN
200208393,03/31/2020 12:00:00 AM,1030,Rampart,OTHER ASSAULT
200111003,04/26/2020 12:00:00 AM,1230,Central,ROBBERY
200508457,04/19/2020 12:00:00 AM,1015,Harbor,BURGLARY FROM VEHICLE
200209440,04/19/2020 12:00:00 AM,1230,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200517300,11/30/2020 12:00:00 AM,1900,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
201111101,07/04/2020 12:00:00 AM,1320,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT
200407668,04/08/2020 12:00:00 AM,1600,Hollenbeck,BRANDISH WEAPON
200907825,03/24/2020 12:00:00 AM,1500,Van Nuys,BATTERY - SIMPLE ASSAULT
200110999,04/25/2020 12:00:00 AM,1800,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
201109012,05/04/2020 12:00:00 AM,520,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200514984,10/03/2020 12:00:00 AM,2100,Harbor,OTHER ASSAULT
200607602,03/08/2020 12:00:00 AM,1400,Hollywood,BURGLARY FROM VEHICLE
200408234,04/26/2020 12:00:00 AM,1850,Hollenbeck,"THEFT, PERSON"
201013519,09/28/2020 12:00:00 AM,2200,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200400755,04/27/2020 12:00:00 AM,600,Hollenbeck,ARSON
200613370,08/01/2020 12:00:00 AM,250,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200612957,07/21/2020 12:00:00 AM,2300,Hollywood,BURGLARY FROM VEHICLE
200915208,09/13/2020 12:00:00 AM,1500,Van Nuys,VEHICLE - STOLEN
200104490,01/05/2020 12:00:00 AM,1745,Central,INTIMATE PARTNER - SIMPLE ASSAULT
200706036,02/12/2020 12:00:00 AM,1830,Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200911928,07/02/2020 12:00:00 AM,1820,Van Nuys,BATTERY - SIMPLE ASSAULT
201015359,11/17/2020 12:00:00 AM,500,West Valley,"BUNCO, GRAND THEFT"
201115260,10/30/2020 12:00:00 AM,330,Northeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
201113514,09/12/2020 12:00:00 AM,700,Northeast,BURGLARY
200209218,04/21/2020 12:00:00 AM,1810,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200209247,04/15/2020 12:00:00 AM,1600,Rampart,SHOPLIFTING-GRAND THEFT ($950.01 & OVER)
200610373,05/18/2020 12:00:00 AM,1815,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED
200118549,09/26/2020 12:00:00 AM,1806,Central,BATTERY - SIMPLE ASSAULT
200310346,04/23/2020 12:00:00 AM,1600,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200910668,04/27/2020 12:00:00 AM,1800,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER)
200211281,06/12/2020 12:00:00 AM,1700,Rampart,VEHICLE - STOLEN
200310473,04/26/2020 12:00:00 AM,1430,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200806704,02/27/2020 12:00:00 AM,1800,West LA,INTIMATE PARTNER - SIMPLE ASSAULT
200312110,05/31/2020 12:00:00 AM,230,Southwest,"BURGLARY, ATTEMPTED"
200110540,04/15/2020 12:00:00 AM,1915,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200615781,09/22/2020 12:00:00 AM,1930,Hollywood,VEHICLE - STOLEN
200617348,10/28/2020 12:00:00 AM,1700,Hollywood,BURGLARY FROM VEHICLE
201108886,04/21/2020 12:00:00 AM,1730,Northeast,BURGLARY
200609331,04/15/2020 12:00:00 AM,2200,Hollywood,BURGLARY FROM VEHICLE
200906248,02/15/2020 12:00:00 AM,900,Van Nuys,VEHICLE - STOLEN
200619370,12/16/2020 12:00:00 AM,2140,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200611041,05/18/2020 12:00:00 AM,850,Hollywood,VIOLATION OF RESTRAINING ORDER
200604089,01/02/2020 12:00:00 AM,1920,Hollywood,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200512487,07/30/2020 12:00:00 AM,2315,Harbor,BURGLARY
201000969,11/11/2020 12:00:00 AM,1950,West Valley,TRESPASSING
201014226,09/20/2020 12:00:00 AM,2300,West Valley,VEHICLE - STOLEN
200614303,08/13/2020 12:00:00 AM,1100,Hollywood,BURGLARY FROM VEHICLE
201109359,05/10/2020 12:00:00 AM,1256,Northeast,THEFT PLAIN - PETTY ($950 & UNDER)
200811334,06/30/2020 12:00:00 AM,2257,West LA,BURGLARY
201107565,03/20/2020 12:00:00 AM,1330,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT
200917924,11/30/2020 12:00:00 AM,1600,Van Nuys,BURGLARY
200808958,05/02/2020 12:00:00 AM,400,West LA,VEHICLE - STOLEN
200813544,07/14/2020 12:00:00 AM,1000,West LA,UNAUTHORIZED COMPUTER ACCESS
200205413,01/29/2020 12:00:00 AM,2000,Rampart,BATTERY - SIMPLE ASSAULT
200817876,12/22/2020 12:00:00 AM,2215,West LA,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200817587,12/15/2020 12:00:00 AM,1045,West LA,BATTERY - SIMPLE ASSAULT
200407921,04/16/2020 12:00:00 AM,1630,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200110777,04/20/2020 12:00:00 AM,2330,Central,BATTERY - SIMPLE ASSAULT
200507126,03/07/2020 12:00:00 AM,830,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT
201014027,10/13/2020 12:00:00 AM,1730,West Valley,BURGLARY FROM VEHICLE
201005615,01/25/2020 12:00:00 AM,2100,West Valley,BURGLARY FROM VEHICLE
200908691,04/20/2020 12:00:00 AM,2000,Van Nuys,ATTEMPTED ROBBERY
200515801,10/25/2020 12:00:00 AM,1400,Harbor,VEHICLE - STOLEN
200310175,04/01/2020 12:00:00 AM,1200,Southwest,THEFT PLAIN - PETTY ($950 & UNDER)
200408104,04/23/2020 12:00:00 AM,1,Hollenbeck,VEHICLE - STOLEN
200113325,06/11/2020 12:00:00 AM,1330,Central,BIKE - STOLEN
200105584,01/23/2020 12:00:00 AM,2140,Central,INTIMATE PARTNER - SIMPLE ASSAULT
200215534,09/27/2020 12:00:00 AM,1400,Rampart,BURGLARY FROM VEHICLE
200512224,07/23/2020 12:00:00 AM,2300,Harbor,VEHICLE - STOLEN
200809346,05/12/2020 12:00:00 AM,1250,West LA,THEFT OF IDENTITY
200113114,06/08/2020 12:00:00 AM,1800,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200510982,06/12/2020 12:00:00 AM,2000,Harbor,THEFT OF IDENTITY
200515330,10/15/2020 12:00:00 AM,1900,Harbor,VEHICLE - STOLEN
200909869,05/18/2020 12:00:00 AM,2025,Van Nuys,"THEFT, PERSON"
200806185,02/18/2020 12:00:00 AM,1725,West LA,BURGLARY FROM VEHICLE
200619009,12/08/2020 12:00:00 AM,1355,Hollywood,ROBBERY
200610215,05/13/2020 12:00:00 AM,1215,Hollywood,VEHICLE - STOLEN
200715831,11/05/2020 12:00:00 AM,1045,Wilshire,VEHICLE - STOLEN
200713091,08/24/2020 12:00:00 AM,130,Wilshire,BATTERY - SIMPLE ASSAULT
200510791,06/19/2020 12:00:00 AM,30,Harbor,BURGLARY
201015363,11/04/2020 12:00:00 AM,900,West Valley,OTHER MISCELLANEOUS CRIME
200906425,02/21/2020 12:00:00 AM,1830,Van Nuys,BURGLARY
200917550,11/19/2020 12:00:00 AM,1000,Van Nuys,SHOPLIFTING-GRAND THEFT ($950.01 & OVER)
200617460,11/01/2020 12:00:00 AM,300,Hollywood,INTIMATE PARTNER - AGGRAVATED ASSAULT
200917564,11/21/2020 12:00:00 AM,2300,Van Nuys,VEHICLE - STOLEN
200406918,03/14/2020 12:00:00 AM,1830,Hollenbeck,BRANDISH WEAPON
200408050,04/21/2020 12:00:00 AM,2045,Hollenbeck,VEHICLE - STOLEN
200806988,03/03/2020 12:00:00 AM,1830,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200408042,04/20/2020 12:00:00 AM,2130,Hollenbeck,VEHICLE - STOLEN
201010131,06/18/2020 12:00:00 AM,30,West Valley,BURGLARY FROM VEHICLE
200406840,03/12/2020 12:00:00 AM,2330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200109009,02/02/2020 12:00:00 AM,915,Central,OTHER MISCELLANEOUS CRIME
200400697,03/27/2020 12:00:00 AM,1630,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT
200112401,05/29/2020 12:00:00 AM,1700,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200918217,12/08/2020 12:00:00 AM,900,Van Nuys,BURGLARY FROM VEHICLE
201011018,07/15/2020 12:00:00 AM,1100,West Valley,INTIMATE PARTNER - AGGRAVATED ASSAULT
201014342,10/23/2020 12:00:00 AM,310,West Valley,VEHICLE - STOLEN
200618639,11/30/2020 12:00:00 AM,700,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER)
200908745,04/20/2020 12:00:00 AM,940,Van Nuys,THEFT OF IDENTITY
200215479,09/25/2020 12:00:00 AM,900,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200211287,06/12/2020 12:00:00 AM,1800,Rampart,VEHICLE - STOLEN
201006911,03/04/2020 12:00:00 AM,745,West Valley,ORAL COPULATION
200211215,06/07/2020 12:00:00 AM,1950,Rampart,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200105011,01/13/2020 12:00:00 AM,1800,Central,"THEFT, PERSON"
200811134,05/25/2020 12:00:00 AM,1750,West LA,BIKE - STOLEN
200814370,09/22/2020 12:00:00 AM,100,West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED
200605172,01/25/2020 12:00:00 AM,1200,Hollywood,BURGLARY
201013994,10/12/2020 12:00:00 AM,700,West Valley,VEHICLE - STOLEN
200312318,06/04/2020 12:00:00 AM,1350,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT
200618801,12/03/2020 12:00:00 AM,1225,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200408113,04/22/2020 12:00:00 AM,1930,Hollenbeck,BURGLARY
201015614,11/14/2020 12:00:00 AM,1000,West Valley,THEFT PLAIN - PETTY ($950 & UNDER)
200209253,04/21/2020 12:00:00 AM,1955,Rampart,BATTERY - SIMPLE ASSAULT
200707189,03/09/2020 12:00:00 AM,1415,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER)
200707495,03/15/2020 12:00:00 AM,2300,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200310253,04/22/2020 12:00:00 AM,120,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT
200310334,04/23/2020 12:00:00 AM,1230,Southwest,ATTEMPTED ROBBERY
200310283,04/22/2020 12:00:00 AM,2231,Southwest,ROBBERY
200105000,01/14/2020 12:00:00 AM,1000,Central,INTIMATE PARTNER - SIMPLE ASSAULT
200211031,06/05/2020 12:00:00 AM,2350,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED
200716442,11/24/2020 12:00:00 AM,2200,Wilshire,VEHICLE - STOLEN
201015710,12/03/2020 12:00:00 AM,1530,West Valley,VEHICLE - STOLEN
200815742,10/26/2020 12:00:00 AM,2157,West LA,BURGLARY
200911036,06/12/2020 12:00:00 AM,630,Van Nuys,TRESPASSING
200407979,04/19/2020 12:00:00 AM,2030,Hollenbeck,BATTERY - SIMPLE ASSAULT
200310230,04/16/2020 12:00:00 AM,1305,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200907204,03/10/2020 12:00:00 AM,122,Van Nuys,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200212395,07/10/2020 12:00:00 AM,720,Rampart,BATTERY - SIMPLE ASSAULT
200717027,12/12/2020 12:00:00 AM,1630,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200509845,05/23/2020 12:00:00 AM,2155,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200118383,09/22/2020 12:00:00 AM,1345,Central,BATTERY - SIMPLE ASSAULT
200215440,09/24/2020 12:00:00 AM,720,Rampart,BURGLARY FROM VEHICLE
200704378,01/08/2020 12:00:00 AM,1530,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200916484,10/18/2020 12:00:00 AM,1130,Van Nuys,INTIMATE PARTNER - AGGRAVATED ASSAULT
200907614,03/19/2020 12:00:00 AM,200,Van Nuys,THEFT PLAIN - ATTEMPT
200405908,02/18/2020 12:00:00 AM,2215,Hollenbeck,ROBBERY
200608271,03/21/2020 12:00:00 AM,2100,Hollywood,BURGLARY FROM VEHICLE
200110617,04/17/2020 12:00:00 AM,4,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200110996,04/25/2020 12:00:00 AM,1900,Central,VEHICLE - STOLEN
200518091,12/22/2020 12:00:00 AM,822,Harbor,VEHICLE - STOLEN
200918291,11/14/2020 12:00:00 AM,2145,Van Nuys,INTIMATE PARTNER - AGGRAVATED ASSAULT
201110415,06/14/2020 12:00:00 AM,920,Northeast,VIOLATION OF RESTRAINING ORDER
200310347,04/23/2020 12:00:00 AM,1800,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200715724,11/06/2020 12:00:00 AM,2000,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
201811840,05/28/2020 12:00:00 AM,1540,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT
200110906,04/16/2020 12:00:00 AM,1900,Central,BURGLARY
201114405,10/06/2020 12:00:00 AM,1510,Northeast,THEFT OF IDENTITY
201111411,07/14/2020 12:00:00 AM,200,Northeast,BURGLARY
200915884,10/13/2020 12:00:00 AM,1900,Van Nuys,VEHICLE - STOLEN
200209281,04/14/2020 12:00:00 AM,1200,Rampart,THEFT PLAIN - PETTY ($950 & UNDER)
200517374,12/03/2020 12:00:00 AM,100,Harbor,VEHICLE - STOLEN
200209421,04/26/2020 12:00:00 AM,1100,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT
200704254,01/06/2020 12:00:00 AM,1430,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200310231,04/21/2020 12:00:00 AM,1335,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200408243,04/24/2020 12:00:00 AM,2300,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200209368,04/25/2020 12:00:00 AM,130,Rampart,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200409717,06/12/2020 12:00:00 AM,100,Hollenbeck,VEHICLE - STOLEN
200913763,06/08/2020 12:00:00 AM,1000,Van Nuys,THEFT OF IDENTITY
200709725,04/11/2020 12:00:00 AM,1707,Wilshire,THEFT OF IDENTITY
200814414,06/05/2020 12:00:00 AM,510,West LA,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200112958,05/29/2020 12:00:00 AM,2200,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200813113,08/09/2020 12:00:00 AM,900,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200709617,05/25/2020 12:00:00 AM,1030,Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT
200816937,11/27/2020 12:00:00 AM,1600,West LA,BURGLARY
200805494,01/29/2020 12:00:00 AM,2125,West LA,BURGLARY FROM VEHICLE
200211205,06/11/2020 12:00:00 AM,245,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200712650,06/10/2020 12:00:00 AM,829,Wilshire,DOCUMENT FORGERY / STOLEN FELONY
200907038,03/07/2020 12:00:00 AM,115,Van Nuys,BATTERY - SIMPLE ASSAULT
200707773,03/26/2020 12:00:00 AM,447,Wilshire,BURGLARY
200109109,03/14/2020 12:00:00 AM,520,Central,BIKE - STOLEN
200310229,04/21/2020 12:00:00 AM,1210,Southwest,BRANDISH WEAPON
